2008-05-27T23:00:02.383Z,0.47231483,9.3636089,1.8040708,-7.1416286,1632.9560,1623.8331,1258.7287
2008-05-27T23:00:05.383Z,0.47231483,12.115255,-4.9156090,-6.8646859,1715.8715,1679.4357,1353.5594
2008-05-27T23:00:08.383Z,0.49784536,4.1722706,-1.3961454,-3.6393599,1601.5281,1598.5713,1283.3336
2008-05-27T23:00:11.383Z,0.47231483,4.3283636,-2.4926617,-5.2420284,1693.7497,1598.0895,1370.7823
2008-05-27T23:00:14.383Z,0.47231483,4.8182341,1.0905603,-9.0095472,1730.4044,1711.0206,1301.6855
2008-05-27T23:00:17.384Z,0.47231483,0.71029162,0.11415010,-5.2723364,1710.5774,1720.1733,1383.1395
2008-05-27T23:00:20.384Z,0.44678425,-8.5323369,7.6138441,-4.5454928,1760.4919,1649.9629,1393.6702
2008-05-27T23:00:23.384Z,0.47231478,-2.6147694,8.8109020,-10.841241,1609.3829,1746.4224,1337.9521
2008-05-27T23:00:26.384Z,0.42125372,17.369162,-10.833118,-7.4329422,1869.4138,1835.0854,1461.4652
2008-05-27T23:00:29.384Z,0.44678425,4.9689564,2.7896395,-11.418229,1739.4809,1623.5015,1416.8015
2008-05-27T23:00:32.384Z,0.47231478,14.599030,-1.1855934,-4.8606893,1602.2911,1595.7822,1359.1017
2008-05-27T23:00:35.384Z,0.44678425,-2.1378750,4.6510349,-7.5798596,1696.3886,1739.4989,1422.4176
2008-05-27T23:00:38.384Z,0.44678425,9.4046164,-8.6896840,-4.7832383,1739.4495,1785.4447,1394.4178
2008-05-27T23:00:41.385Z,0.42125372,4.4145441,4.0224267,-5.7254496,1754.4219,1830.3174,1453.9134
2008-05-27T23:00:44.385Z,0.42125372,0.67696712,0.19771377,-13.073975,1839.2718,1798.1624,1452.4127
2008-05-27T23:00:47.385Z,0.42125372,5.5530514,-6.6717814,-4.9843056,1773.1808,1799.7776,1419.4159
2008-05-27T23:00:50.385Z,0.44678425,5.4872071,-5.3190161,-9.0952559,1713.7941,1788.8586,1417.6821
2008-05-27T23:00:53.385Z,0.42125367,-0.50426802,-8.1204228,-10.056827,1756.5178,1813.0413,1444.9523
2008-05-27T23:00:56.385Z,0.42125367,4.2747005,3.7689212,1.7970934,1890.3141,1817.2237,1547.7390
2008-05-27T23:00:59.385Z,0.37019262,4.9914632,7.7451833,-10.407935,1903.2906,1984.8347,1664.5564
2008-05-27T23:01:02.385Z,0.44678420,2.4806629,4.2543444,-3.9774925,1705.4485,1664.9273,1443.4169
2008-05-27T23:01:05.386Z,0.52337577,10.537747,-0.94223538,-7.2533017,1366.1479,1356.2367,1154.3557
