Time,B_x, B_y, B_z, B_tot, n, T, V_x, V_y, V_z, V_tot
0:00:00, 14.338709999999999, -1.5483339999999999, 46.31292999999999, 48.50746333333334, 0.4293401626666667, 3220.786431681024, -7.029518054566666, 3.731678413333333, 2.735701673, 8.415676532737681
0:01:30, 13.864659999999999, -1.1072403, 45.82026666666666, 47.88627000000001, 0.5935863223333332, 2392.9408201469178, -19.97935588, 10.078637179999998, 7.169893343333332, 23.49810544151474
0:03:00, 14.070883333333336, -1.1261706333333332, 45.823766666666664, 47.94981333333333, 0.49486808633333335, 2707.364795252131, -7.949560501, 18.20237203, 4.064736657666667, 20.27421869699952
0:04:30, 13.576336666666663, -1.1598517333333334, 46.440566666666655, 48.402079999999984, 0.488911166, 2854.513665762307, -5.9039367596666645, 10.68928756733333, 1.9846216093333333, 12.371582796535092
0:06:00, 13.272369999999999, -1.981906, 47.66365, 49.52022, 0.431892618, 3180.8585498326443, 6.086842862666668, 0.316919128, -3.7380987995, 7.1500682796258515
0:07:30, 13.018513333333336, -0.5934780333333336, 48.42772, 50.16632333333333, 0.5646528376666666, 2524.329436465524, 10.938166716666668, -20.828884063333337, -4.820734383766665, 24.01510737940195
0:09:00, 11.82993, -0.6014661666666666, 48.26068000000001, 49.70689333333333, 0.5672067863333332, 2414.8189023800755, 8.089797037, -25.64813833333334, -2.323561482, 26.99390216375341
0:10:30, 13.30155, -1.5143403333333334, 49.70087, 51.479519999999994, 0.6829473450000001, 1944.2548199418713, 6.560598811666665, -24.319452523333332, 0.8140933185666664, 25.201983567442483
0:12:00, 15.319533333333334, -0.5948415836666666, 49.76636666666665, 52.08533333333333, 1.0336084766666667, 1502.9075553815615, 19.855387543333332, -22.972902433333335, -3.196136451666667, 30.532047899298888
0:13:30, 15.242229999999998, -0.9639907566666667, 47.81226000000001, 50.20244333333334, 0.7178488703333333, 1855.4258904857231, 18.35759813666667, -18.226072256666665, -3.1387743144633324, 26.0584539727459
0:15:00, 12.434143333333335, -1.6426560333333335, 48.78140666666666, 50.40721333333332, 0.740811613666667, 1762.345237599858, 7.472380518666668, -18.114918296666666, -0.14605482050000024, 19.59612378816916
0:16:30, 12.48637, -0.6833523496666667, 48.15369333333333, 49.76912000000001, 0.830169041, 1479.740316392583, -11.162052626000001, -9.504784164633334, 5.235809785233333, 15.56746751880354
0:18:00, 12.042864000000002, -0.9834365666666666, 49.540929999999996, 51.03140333333334, 1.0178261023333333, 1353.5551172951202, -2.623654120699999, -28.3381848, 5.056636775666666, 28.90511813131096
0:19:30, 10.070320333333335, -2.368006243333333, 52.256263333333344, 53.36268, 4.710272402666666, 428.4130065685109, 24.296693323333333, -28.940231546666663, -6.634671802666667, 38.365155784277626
0:21:00, 10.150732999999999, -2.7277437633333332, 49.486093333333315, 50.60728333333332, 0.6855330133333336, 2083.1948290619152, 13.654267760000005, -7.183250312333333, -1.9882836266666668, 15.556072283564488
0:22:30, 11.530053333333331, -2.554026467666666, 49.21185333333333, 50.633206666666645, 1.9426612693333332, 681.5351044216164, -1.1819524927, -27.2167141, -5.850027479, 27.863405384144876
0:24:00, 11.470828333333332, -2.0968365333333328, 47.47485666666667, 48.90737666666668, 8.046825503333334, 199.25609669869675, 34.76958723333333, -34.73000053333333, -6.741463379000001, 49.60387547270987
0:25:30, 12.742143333333336, -1.2498396683333333, 46.36520333333335, 48.13238666666666, 1.920801736666666, 784.4634504152492, 19.89243097000001, -24.917518433333335, -7.220798813333333, 32.691458674619554
0:27:00, 11.745665000000002, -0.9200914033333334, 46.68712666666667, 48.172869999999996, 3.002715988, 592.8031170408776, 21.76957738533333, -25.339614719999997, -7.597049556666666, 34.25968090424232
0:28:30, 11.498690000000005, -0.4145579153333333, 47.18286, 48.58046333333333, 1.3995799476666662, 1017.4974373145907, 21.573255430000003, -22.41388291333333, -9.771242826666668, 32.60773962540681
0:30:00, 9.329401333333333, -1.4087432133333333, 48.64170333333333, 49.65234333333333, 2.1203296856666665, 1424.3424677955902, 20.807244586333333, -17.95919314, -6.556181583333333, 28.25699139096305
0:31:30, 14.481174000000003, -1.2510543333333326, 40.99370333333333, 45.44376, 0.6871987603333334, 1781.815317145236, 8.792798786666667, -4.675823089333331, -2.9395377666333338, 10.383521288417201
0:33:00, 10.095452, 0.6430650400000002, 45.90407000000002, 47.18276999999999, 0.6082028039999999, 1924.3712940952246, -6.903146416, 10.79503429, 1.5788058200000004, 12.910415314011992
0:34:30, 13.162343333333334, -1.5626378666666667, 44.798779999999994, 46.72299333333332, 7.950517750666667, 512.1970680786286, -35.99860889333333, 30.72987249, 8.3614719884, 48.06390661733225
0:36:00, 10.369676666666667, -1.6396737466666667, 43.07897, 44.43713333333333, 7.3327735333333335, 423.8527002163626, -59.37077650666665, 64.39994766666668, -21.237894753, 90.12929898769585
0:37:30, 10.068488999999998, -2.0463812333333333, 45.906486666666666, 47.06720666666667, 4.973975639666667, 842.2867296529844, 35.894495766666665, 36.03612886333334, -23.869201799999995, 56.18501761472662
0:39:00, 9.880707999999998, -0.8265344066666667, 46.250523333333334, 47.307216666666676, 2.1267783706666665, 1166.9392766468397, 13.779577366666667, -32.410399276666666, -11.958747809999998, 37.193042129679135
0:40:30, 9.259430000000002, -0.9791848999999999, 46.35503333333333, 47.30812000000001, 6.931556375333333, 393.8261683313088, 51.4820809, -68.167807, -16.62769267666667, 87.02720683058298
0:42:00, 14.075971333333332, 0.08862083333333333, 50.44053666666666, 52.493713333333325, 1.3799233996666664, 1441.9426821003822, 24.679146829000004, -39.90041706666667, -17.768230329999998, 50.167854043811936
